HMeasureID,PrimateID,HMTypeCd,Mean,Range_Lo,Month_Lo,Range_Hi,Month_Hi,CitationID,Comment,OrigIDHabitat,AuthorAddStamp,AuthorEditStamp,AuthorReviewStamp,AuthorIsDupeStamp,AdminReviewStamp
5690,856,WETR,2000,,3,,12,16670,"Little dry season August-September, South of range of C. p. petaurista",1767,,6/2/2009,1/30/2012,,
5691,856,DRYR,,,1,,6,16670,"Little dry season August-September, South of range of C. p. petaurista",1767,,6/2/2009,1/30/2012,,
5693,856,AFH,13.3,,,,,16700, [Avg. For. Height text was: 13.3 meters],1767,,,1/30/2012,,
5694,856,DRYR,,,7,,2,16698," [Hi Mo. Dry text was: Nov-February (Tai National Park, Ivory?oast)] [Lo Mo. Dry text was: July-August (Tai National Park,]",1768,,,1/30/2012,,
6156,884,WETR,,,,,,18378, [Lo Mo. Wet text was: 3],5312,,,,,
6157,884,DRYR,,,,,,18378, [Lo Mo. Dry text was: 3],5312,,,,,
6158,884,ANNR,1200,,,,,18378, [Avg. Ann. Rain text was: Mt Nimba: 1200 mm],5312,,,,,
6159,884,ELEV,,300,,2419,,, [Hi Elev text was: 2419m] [Low Elev text was: ~300 m],5321,,,,,
6160,884,HTMP,21,,,,,, [Hi Temp text was: 21C],5321,,,,,
6161,884,LTMP,33,,,,,, [Lo Temp text was: 33C],5321,,,,,
6162,884,WETR,,,,,,18410, [Lo Mo. Wet text was: 7-8],5321,,,,,
6163,884,DRYR,,,,,,18410, [Lo Mo. Dry text was: 4-5],5321,,,,,
6164,884,ANNR,1826,,,,,18410," [Avg. Ann. Rain text was: 1,826 mm]",5321,,,,,
6165,885,ELEV,,,,1900,,18453,,4543,,,,,
6166,885,HTMP,38.15,,7,,7,18454, [Mo. Hi Temp text was: July],4543,,,,,
6167,885,LTMP,5.9,,12,,12,18454, [Mo. Lo Temp text was: December],4543,,,,,
6168,885,ATMP,22,,,,,18454,,4543,,,,,
6169,885,WETR,,,5,,10,18456, [Hi Mo. Wet text was: October],4543,,,,,
6170,885,DRYR,,,11,,4,18456, [Hi Mo. Dry text was: April] [Lo Mo. Dry text was: November],4543,,,,,
6171,885,ANNR,1820.7,,,,,18456,,4543,,,,,
6172,885,ELEV,,30,,,,18452,,4544,,,,,
6173,885,HTMP,42.7,,,,,18455,,4544,,,,,
6174,885,LTMP,1.9,,,,,18455,,4544,,,,,
6175,885,ATMP,23.6,,,,,18455,,4544,,,,,
6176,885,WETR,,,2,,7,18454, [Hi Mo. Wet text was: July] [Lo Mo. Wet text was: February],4544,,,,,
6177,885,DRYR,,,8,,1,18454, [Hi Mo. Dry text was: January] [Lo Mo. Dry text was: August],4544,,,,,
6178,885,ANNR,2640.1,,,,,18454,,4544,,,,,
6179,885,HTMP,41.5,,6,,7,18456, [Mo. Hi Temp text was: June/July],4545,,,,,
6180,885,LTMP,2.1,,1,,1,18456, [Mo. Lo Temp text was: January],4545,,,,,
6181,885,ATMP,23.23,,,,,18456,,4545,,,,,
6182,885,WETR,,,5,,10,18455, [Hi Mo. Wet text was: October],4545,,,,,
6183,885,DRYR,,,11,,4,18455, [Hi Mo. Dry text was: April] [Lo Mo. Dry text was: November],4545,,,,,
6184,885,ANNR,1529.5,,,,,18455,,4545,,,,,
6185,886,ELEV,440,,,,,18479, [Mean Elev text was: 440m],5278,,,,,
6186,886,HTMP,31,,,,,18488,,5278,,,,,
6187,886,LTMP,18.6,,,,,18488,,5278,,,,,
6188,886,WETR,,,,,,18479, [Lo Mo. Wet text was: Rest of the year],5278,,,,,
6189,886,DRYR,80,,1,,2,18479," [Hi Mo. Dry text was: <80 mm] [Lo Mo. Dry text was: Dec, Jan,  Feb]",5278,,,,,
6190,886,ANNR,1779,3,,1543,,18479," [Avg. Ann. Rain text was: 1,779 mm
(n=3, range=1,543-2,083, SD=276 mm)]",5278,,,,,
6191,886,ELEV,400,,,,,18480, [Mean Elev text was: <400m],5279,,,,,
6192,886,HTMP,28.4,,,,,18480, [Hi Temp text was: 28.4 mean daily temp],5279,,,,,
6193,886,LTMP,21,,,,,18480, [Lo Temp text was: 21 mean daily temp],5279,,,,,
6194,886,WETR,,,,,,18480, [Lo Mo. Wet text was: Rest of the year],5279,,,,,
6195,886,DRYR,50,,1,,2,18480," [Hi Mo. Dry text was: <50] [Lo Mo. Dry text was: Dec, Jan,  Feb]",5279,,,,,
6196,886,ANNR,1577,1996,,2001,,18480," [Avg. Ann. Rain text was: 1,577mm 1996-2001; range 1,085-1,818]",5279,,,,,
6197,886,WETR,,,,,,18477, [Lo Mo. Wet text was: Rest of the year],5280,,,,,
6198,886,DRYR,50,,8,,1,18477, [Hi Mo. Dry text was: <50 mm of rain.] [Lo Mo. Dry text was: June-August and January-ebruary],5280,,,,,
6199,886,ANNR,1007,629,,6,,18477," [Avg. Ann. Rain text was: 1,007 mm (SD = 629, n = 6 years)]",5280,,,,,
6200,886,ANNR,1412,1412,,243,,18488," [Avg. Ann. Rain text was: 1,412mm =243 SD]",5281,,,,,
6201,886,ELEV,,150,,2000,,18509, [Hi Elev text was: 2000 m] [Low Elev text was: 150 m],5286,,,,,
6202,886,WETR,,,,,,18514, [Lo Mo. Wet text was: 7],5286,,,,,
6203,886,DRYR,,,,,,18514, [Lo Mo. Dry text was: 5],5286,,,,,
6204,886,ANNR,3346,,,,,18514, [Avg. Ann. Rain text was: 3346 mm],5286,,,,,
6205,886,WETR,,,,,,18506, [Lo Mo. Wet text was: 7],5287,,,,,
6206,886,DRYR,,,,,,18506, [Lo Mo. Dry text was: 5],5287,,,,,
6207,886,ANNR,3424,,,,,18506, [Avg. Ann. Rain text was: 3424 mm],5287,,,,,
6208,886,WETR,,,,,,18506, [Lo Mo. Wet text was: 9],5288,,,,,
6209,886,DRYR,,,,,,18506, [Lo Mo. Dry text was: 3],5288,,,,,
6210,886,ANNR,4280,,,,,18506, [Avg. Ann. Rain text was: 4280 mm],5288,,,,,
6211,887,ELEV,,70,,1350,,18518," [Hi Elev text was: 1,350m] [Low Elev text was: 70m]",2071,,,6/11/2009,,
6212,887,HTMP,25.2,,9,,9,18532, [Mo. Hi Temp text was: September],2071,,,6/11/2009,,
6214,887,ATMP,14.32,,,,,18532,,2071,,,6/11/2009,,
6215,887,WETR,328.63,,1,,8,18532, [Hi Mo. Wet text was: 896.37] [Lo Mo. Wet text was: 79.01],2071,,6/11/2009,6/11/2009,,
6216,887,DRYR,147.5,,9,,12,18532, [Hi Mo. Dry text was: 451.0] [Lo Mo. Dry text was: 60.2],2071,,6/11/2009,6/11/2009,,
6217,887,ANNR,305.01,,,,,18532,,2071,,,6/11/2009,,
6218,887,GRND,,,,,,18532, [Ground text was: rarely],2071,,,6/11/2009,,
6219,887,G5,0.01,,,,,18532, [Ground - 5M text was: < 0.01%],2071,,6/11/2009,6/11/2009,,
6220,887,510,0.31,,,,,18532, [5 - 10M text was: 0.31%],2071,,,6/11/2009,,
6221,887,1020,28.76,,,,,18532, [10 - 20M text was: 28.76%],2071,,,6/11/2009,,
6222,887,2030,41.09,,,,,18532, [20 - 30M text was: 41.09%],2071,,6/11/2009,6/11/2009,,
6223,887,3040,29.83,,,,,18532, [30 - 40M text was: 29.83%],2071,,,6/11/2009,,
6224,887,40+,0.01,,,,,18532, [40M+ text was: 0.0%],2071,,6/11/2009,6/11/2009,,
6226,887,ELEV,,0,,1300,,18545, [Low Elev text was: 0m],2072,,,6/11/2009,,
6228,887,LTMP,5.2,,3,,5,18529, [Mo. Lo Temp text was: March-May],2072,,,6/11/2009,,
6229,887,ATMP,15.96,,,,,18529,,2072,,,6/11/2009,,
6230,887,1020,21,,,,,18546, [10 - 20M text was: 21%],2072,,,6/11/2009,,
6231,887,AFH,20,,,,,18546, [Avg. For. Height text was: 5 - 25m],2072,,6/11/2009,6/11/2009,,
6232,887,HTMP,26.4,,11,,4,18546, [Mo. Hi Temp text was: Nov-April],2073,,,6/11/2009,,
6233,887,LTMP,22.1,,5,,10,18546, [Mo. Lo Temp text was: May-Oct],2073,,,6/11/2009,,
6234,887,ATMP,24.25,,,,,18546,,2073,,,6/11/2009,,
6235,887,GRND,,,,,,18529, [Ground text was: rarely],2073,,,6/11/2009,,
6236,887,510,38,,,,,18529, [5 - 10M text was: 38%],2073,,,6/11/2009,,
6237,887,1020,36,,,,,18529, [10 - 20M text was: 36%],2073,,,6/11/2009,,
6238,887,AFH,10,,,,,18529, [Avg. For. Height text was: 5 - 15m],2073,,6/11/2009,6/11/2009,,
6239,887,ELEV,,,,1353,,18544," [Hi Elev text was: 1,353m]",2880,,,6/11/2009,,
6240,887,HTMP,30,,1,,1,18533, [Mo. Hi Temp text was: January],2880,,,6/11/2009,,
6241,887,LTMP,17,,7,,7,18533, [Mo. Lo Temp text was: July],2880,,,6/11/2009,,
6242,887,ATMP,23.44,,,,,18533,,2880,,,6/11/2009,,
6243,887,WETR,150,,,,,18533, [Hi Mo. Wet text was: 800] [Lo Mo. Wet text was: 150],2880,,6/11/2009,6/13/2009,,
6244,887,DRYR,50,,,,,18533, [Hi Mo. Dry text was: 315] [Lo Mo. Dry text was: 50],2880,,6/11/2009,6/13/2009,,
6245,887,ANNR,380.6,,,,,18533,,2880,,,6/11/2009,,
6246,887,AFH,25,25,,30,,18533, [Avg. For. Height text was: 25 - 30m],2880,,,6/11/2009,,
6247,888,ELEV,,2607,,1160,,18614,,562,,,,,
6248,888,HTMP,20,,,,,18614, [Hi Temp text was: 20?],562,,,,,
6249,888,LTMP,7,,,,,18614, [Lo Temp text was: 7?],562,,,,,
6250,888,WETR,,,2,,11,18613, [Hi Mo. Wet text was: September - November] [Lo Mo. Wet text was: February - May],562,,,,,
6251,888,DRYR,,,12,,8,18613, [Hi Mo. Dry text was: June - August] [Lo Mo. Dry text was: December - January],562,,,,,
6252,888,ANNR,140,144,,249,,18613, [Avg. Ann. Rain text was: 140 (144 Ruhija; 249 Buhoma)],562,,,,,
6253,888,AFH,,,,,,, [Avg. For. Height text was: % of time UNK],562,,,,,
6254,888,ELEV,,2607,,1160,,18613,,563,,,,,
6255,888,WETR,,,2,,11,18614, [Hi Mo. Wet text was: September - November] [Lo Mo. Wet text was: February - May],563,,,,,
6256,888,DRYR,,,12,,8,18614, [Hi Mo. Dry text was: June - August] [Lo Mo. Dry text was: December - January],563,,,,,
6257,888,HTMP,20,20,,27,,18644, [Hi Temp text was: 20-27?],1202,,,,,
6258,888,LTMP,7,7,,15,,18644, [Lo Temp text was: 7-15?],1202,,,,,
6259,888,ANNR,113,113,,239,,18644, [Avg. Ann. Rain text was: 113-239 for BINP],1202,,,,,
6260,888,HTMP,20,20,,27,,18624, [Hi Temp text was: 20-27?],1203,,,,,
6989,1015,AFH,25,,,,,20405, [Avg. For. Height text was: 25m],1359,,,6/2/2009,,
6990,1017,ELEV,45,,,,,20408,,1347,,5/2/2010,6/2/2009,,
6991,1017,ANNR,3500,,,,,20408,,1347,,5/2/2010,6/2/2009,,
6992,1017,1020,,,,,,20408,,1347,,5/22/2010,6/2/2009,,
6993,1017,2030,,,,,,20408,,1347,,5/22/2010,6/2/2009,,
6994,1017,3040,,,,,,20408,,1347,,5/22/2010,6/2/2009,,
6995,1017,40+,,,,,,20408,,1347,,5/22/2010,6/2/2009,,
6996,1017,AFH,30,,,,,20408,,1347,,5/2/2010,6/2/2009,,
6997,1018,ELEV,45,,,,,20411, [Mean Elev text was: 45m],1379,,,,,
6998,1018,ANNR,3000,3000,,4000,,20411," [Avg. Ann. Rain text was: 3,000-4,000 mm]",1379,,,,,
6999,1018,510,,,,,,20411, [5 - 10M text was: x],1379,,,,,
7000,1018,1020,,,,,,20411, [10 - 20M text was: x],1379,,,,,
7001,1018,2030,,,,,,20411, [30 - 40M text was: x],1379,,,,,
7002,1018,AFH,20,,,,,20411, [Avg. For. Height text was: 20m],1379,,,,,
7003,1019,ELEV,45,,,,,20413,,1355,,5/2/2010,6/2/2009,,
7004,1019,ANNR,3500,,,,,20413,,1355,,5/2/2010,6/2/2009,,
7005,1019,G5,,,,,,20413,,1355,,5/22/2010,6/2/2009,,
7006,1019,510,,,,,,20413,,1355,,5/22/2010,6/2/2009,,
7007,1019,1020,,,,,,20413,,1355,,5/22/2010,6/2/2009,,
7008,1019,2030,,,,,,20413,,1355,,5/22/2010,6/2/2009,,
7009,1019,AFH,15,,,,,20413,,1355,,5/2/2010,6/2/2009,,
7010,1021,ELEV,30,,,,,20416,,1351,,5/2/2010,6/1/2009,,
7011,1021,ANNR,3500,,,,,20416,,1351,,5/2/2010,6/1/2009,,
7012,1021,G5,,,,,,20416,,1351,,5/22/2010,6/1/2009,,
7013,1021,510,,,,,,20416,,1351,,5/22/2010,6/1/2009,,
7014,1021,1020,,,,,,20416,,1351,,5/22/2010,6/1/2009,,
7015,1021,AFH,15,,,,,20416,,1351,,5/2/2010,6/1/2009,,
7016,1022,ELEV,40,,,,,20419, [Mean Elev text was: 40m],1375,,,6/1/2009,,
7017,1022,ANNR,3000,3000,,4000,,20419," [Avg. Ann. Rain text was: 3,000-4,000 mm]",1375,,,6/1/2009,,
7018,1022,1020,,,,,,20419, [10 - 20M text was: x],1375,,,,,
7019,1022,2030,,,,,,20419, [30 - 40M text was: x],1375,,,6/1/2009,,
7020,1022,3040,,,,,,20419, [30 - 40M text was: x],1375,,,6/1/2009,,
7021,1022,40+,,,,,,20419, [40M+ text was: x],1375,,,6/1/2009,,
7022,1022,AFH,20,,,,,20419, [Avg. For. Height text was: 20m],1375,,6/1/2009,6/1/2009,,
7023,1024,ELEV,45,,,,,20424, [Mean Elev text was: 45m],1387,,,6/1/2009,,
7024,1024,ANNR,3000,3000,,4000,,20424," [Avg. Ann. Rain text was: 3,000-4,000 mm]",1387,,,6/1/2009,,
7025,1024,G5,,,,,,20424, [G - 5M text was: x],1387,,,,,
7026,1024,510,,,,,,20424, [5 - 10M text was: x],1387,,,,,
7027,1024,1020,,,,,,20424, [10 - 20M text was: x],1387,,,,,
7028,1024,2030,,,,,,20424, [30 - 40M text was: x],1387,,,,,
7029,1024,AFH,15,,,,,20424, [Avg. For. Height text was: 15m],1387,,,,,
7030,1025,ELEV,45,,,,,20428, [Mean Elev text was: 45m],1391,,,6/1/2009,,
7031,1025,ANNR,3000,3000,,4000,,20428," [Avg. Ann. Rain text was: 3,000-4,000 mm]",1391,,,6/1/2009,,
7032,1025,G5,,,,,,20428, [G - 5M text was: x],1391,,,6/1/2009,,
7033,1025,510,,,,,,20428, [5 - 10M text was: x],1391,,,6/1/2009,,
7034,1025,1020,,,,,,20428, [10 - 20M text was: x],1391,,,6/1/2009,,
7035,1025,2030,,,,,,20428, [30 - 40M text was: x],1391,,,6/1/2009,,
7036,1025,AFH,15,,,,,20428, [Avg. For. Height text was: 15m],1391,,,6/1/2009,,
7037,1026,ELEV,45,,,,,20431, [Mean Elev text was: 45m],1415,,,6/1/2009,,
7038,1026,ANNR,3000,3000,,4000,,20431," [Avg. Ann. Rain text was: 3,000-4,000 mm]",1415,,,6/1/2009,,
7039,1026,G5,,,,,,20431, [G - 5M text was: x],1415,,,6/1/2009,,
7040,1026,510,,,,,,20431, [5 - 10M text was: x],1415,,,6/1/2009,,
7861,1110,AFH,,,,,,22767, [Avg. For. Height text was: (upper and middle canopy)],5077,,,7/4/2009,,
7862,1110,HTMP,28.4,,,,,22798,,3155,,,,,
7863,1110,LTMP,21,,,,,22798,,3155,,,,,
7864,1110,HTMP,29.21,,,,,22800,,3158,,,,,
7865,1110,LTMP,21.68,,,,,22800,,3158,,,,,
7866,1110,WETR,,,10,,5,22801, [Lo Mo. Wet text was: October-May],3155,,,,,
7867,1110,DRYR,,,6,,9,22801, [Lo Mo. Dry text was: June-September],3155,,,,,
7868,1110,ANNR,153.1,,,,,22801,,3155,,,,,
7869,1110,DRYR,,,12,,2,22798,,3156,,,,,
7870,1110,ANNR,157.7,,,,,22798,,3156,,,,,
7871,1110,ANNR,15.6,,,,,22800,,3157,,,,,
7872,1110,WETR,,,9,,5,22799, [Hi Mo. Wet text was: May (peak)] [Lo Mo. Wet text was: September (peak)],3158,,,,,
7873,1110,ANNR,160,,,,,22799,,3158,,,,,
7874,1110,GRND,,,,,,22798, [Ground text was: occasionally],3155,,,,,
7875,1110,G5,,,,,,22798, [G - 5M text was: occasionally],3155,,,,,
7876,1110,510,1,,,,,22798,,3155,,,,,
7877,1110,1020,20,,,,,22798,,3155,,,,,
7878,1110,2030,77,,,,,22798,,3155,,,,,
7879,1110,3040,2,,,,,22798,,3155,,,,,
7880,1110,AFH,26,26,,30,,22798, [Avg. For. Height text was: 26-30],3155,,,,,
7881,1110,GRND,,,,,,22799, [Ground text was: occasionally],3158,,,,,
7882,1110,G5,,,,,,22799, [G - 5M text was: used more during lean period],3158,,,,,
7883,1110,510,,,,,,22799, [5 - 10M text was: used more during lean period],3158,,,,,
7884,1110,1020,,,,,,22799, [10 - 20M text was: used during both fruiting and lean periods],3158,,,,,
7885,1110,2030,,,,,,22799, [30 - 40M text was: used during both fruiting and lean periods],3158,,,,,
7886,1110,3040,,,,,,22799, [30 - 40M text was: used more during lean period],3158,,,,,
7887,1110,AFH,21,21,,30,,22799, [Avg. For. Height text was: 21-30 M],3158,,,,,
5695,856,ANNR,1830,,,,,16698," [Avg. Ann. Rain text was: 1830 mm (Tai National Park, Ivory?oast)]",1768,,,1/30/2012,,
5696,856,ANNR,2708,,,,,16699," [Avg. Ann. Rain text was: 2708 mm (Tiwai Island, Sierra Leone)]",1769,,,1/30/2012,,
5697,857,ELEV,150,,,,,16710,,2667,,7/3/2009,7/3/2009,,
5698,857,ELEV,24,10,,,,16709,,3018,,7/3/2009,7/3/2009,,
5699,857,HTMP,37.4,,2,,2,16716,,3018,,,7/3/2009,,
5700,857,LTMP,19.6,,2,,2,16716,,3018,,,7/3/2009,,
5701,857,ATMP,27.2,,,,,16716,,3018,,,7/3/2009,,
5702,857,WETR,,,4,,6,16716,,3018,,7/3/2009,7/3/2009,,
5703,857,DRYR,,,7,,7,16716,,3018,,7/3/2009,7/3/2009,,
5704,857,ANNR,110,,,,,16716,,3018,,7/3/2009,7/3/2009,,
5705,857,AFH,4.3,,,,,16709,Avg. For. Height: 4.3-6.3 m,3018,,7/3/2009,7/3/2009,,
5706,857,ELEV,80,60,,120,,16716,,3019,,7/3/2009,7/3/2009,,
5707,857,HTMP,33.4,,3,,3,16718,,3019,,,7/3/2009,,
5708,857,LTMP,20.2,,1,,1,16718,,3019,,,7/3/2009,,
5709,857,ATMP,26.5,,,,,16718,,3019,,,7/3/2009,,
5710,857,WETR,,,4,,10,16718,,3019,,7/3/2009,7/3/2009,,
5711,857,DRYR,,,11,,3,16718,,3019,,7/3/2009,7/3/2009,,
5712,857,ANNR,200,,,,,16718,,3019,,7/3/2009,7/3/2009,,
5713,857,GRND,2,,,,,16716,,3019,,,7/3/2009,,
5714,857,G5,35,,,,,16716,,3019,,,7/3/2009,,
5715,857,510,32,,,,,16716,,3019,,,7/3/2009,,
5716,857,1020,31,,,,,16716,,3019,,,7/3/2009,,
5717,857,AFH,8,,,,,16716,±5.3m,3019,,7/3/2009,7/3/2009,,
5718,858,HTMP,34.3,,2,,2,16763, [Mo. Hi Temp text was: February] [Hi Temp text was: 34.3º],925,,,,,
5719,858,LTMP,23,,12,,12,16763, [Mo. Lo Temp text was: December] [Lo Temp text was: 23º],925,,,,,
5720,858,WETR,243.2,,5,,10,16763, [Hi Mo. Wet text was: 243.2] [Lo Mo. Wet text was: May-Oct],925,,,,,
5721,858,DRYR,46.56,,11,,4,16763, [Hi Mo. Dry text was: 46.56] [Lo Mo. Dry text was: Nov-Apr],925,,,,,
5722,858,ANNR,284.9,,,,,16763,,925,,,,,
5723,858,AFH,,,,,,16762, [Avg. For. Height text was: middle?anopy],925,,,,,
5724,858,ANNR,269.4,,,,,16747,,926,,,,,
5725,858,AFH,,,,,,16752, [Avg. For. Height text was: lower strata],926,,,,,
5726,859,ELEV,,,,200,,16773, [Hi Elev text was: 200-350m],1783,,,,,
5727,859,ANNR,1531,,,,,16777,,1783,,,,,
5728,859,510,30,,,,,16776,,1783,,,,,
5729,859,1020,60,,,,,16776,,1783,,,,,
5730,859,ANNR,1620,,,,,16787,,1784,,,,,
5731,860,ELEV,700,0.01,,2500,,16790,"Cords and Sarmiento do not provide mean elev, but it is estimated to be ~700 m",4961,,6/13/2009,6/13/2009,,
5732,860,WETR,,,4,,11,16800,"Rainfall is bimodal, peak wet months are April-May and Aug-Nov, Kakamega Forest, Kenya",4961,,6/15/2009,6/15/2009,,
5733,860,DRYR,,,12,,2,16800,"Kakamega Forest, Kenya",4961,,6/15/2009,6/15/2009,,
5734,860,ANNR,200,,,,,16800,,4961,,,6/15/2009,,
5735,860,G5,12.5,,,,,16807,Note: % of time is estimate calculated from figure on vertical stratification of census observations,4961,,6/15/2009,6/15/2009,,
5736,860,510,37.5,,,,,16807,Note: % of time is estimate calculated from figure on vertical stratification of census observations,4961,,6/15/2009,6/15/2009,,
5737,860,1020,31.3,,,,,16807,Note: % of time is estimate calculated from figure on vertical stratification of census observations,4961,,6/15/2009,6/15/2009,,
5738,860,2030,12.5,,,,,16807,Note: % of time is estimate calculated from figure on vertical stratification of census observations,4961,,6/15/2009,6/15/2009,,
5739,860,3040,5,,,,,16807,Note: % of time is estimate calculated from figure on vertical stratification of census observations,4961,,6/15/2009,6/15/2009,,
5740,860,40+,1.3,,,,,16807,Note: % of time is estimate calculated from figure on vertical stratification of census observations,4961,,6/15/2009,6/15/2009,,
5741,860,AFH,12.2,,,,,16807,,4961,,,6/15/2009,,
5742,860,ELEV,700,0.01,,2500,,16815,"Sarmiento et al do not provide mean elevation, but it is estimated to be ~700 m",4962,,6/13/2009,6/13/2009,,
5745,860,ANNR,175,,,,,16816,,4962,,,6/15/2009,,
5746,860,G5,11,,,,,16806,,4962,,,6/15/2009,,
5747,860,510,62,,,,,16806,Note: % of time is for forest height of 6-15 M,4962,,6/15/2009,6/15/2009,,
5748,860,2030,26,,,,,16806,Note: % of time is for forest height of 16-25+ M,4962,,6/15/2009,6/15/2009,,
5749,860,AFH,10,,,,,16806,Note: Gebo and Chapman give range of 6-15 m for average forest height ,4962,,6/15/2009,6/15/2009,,
5750,860,WETR,,,3,,12,16816," Rainfall is bimodal, Mar-May and Aug-Dec, Salonga NP, DRC ",4963,,6/15/2009,6/15/2009,,
5751,860,DRYR,,,1,,2,16816,"June and July are also drier months, Salonga NP, DRC",4963,,6/15/2009,6/15/2009,,
5752,860,ANNR,175.6,,,,,16816,,4963,,,6/15/2009,,
5753,860,G5,50,,,,,16810,Note: % of time is for forest height of ground to 10 M,4963,,6/15/2009,6/15/2009,,
5754,860,1020,35,,,,,16810,,4963,,,6/15/2009,,
5755,860,2030,10,,,,,16810,,4963,,,6/15/2009,,
5756,860,3040,3,,,,,16810,,4963,,,6/15/2009,,
5757,860,AFH,12,,,,,16810,,4963,,,6/15/2009,,
5758,860,WETR,,,3,,11,16817,"Rainfall is bimodal, peak wet months are Mar-May and Sept-Nov, Kibale NP, Uganda",4964,,6/15/2009,6/15/2009,,
5759,860,DRYR,,,12,,2,16817,"June and July are also drier months, Kibale NP, Uganda",4964,,6/15/2009,6/15/2009,,
5761,861,ELEV,,,,384,,16866, [Hi Elev text was: 384 m (on Siberut)] [Low Elev text was: Sea level],247,,,,,
5762,861,LTMP,20,,,,,16867, [Lo Temp text was: 20?],247,,,,,
5763,861,ANNR,4200,1918,,1941,,16869," [Avg. Ann. Rain text was: 4,200 mm 1918 to 1941]",247,,,,,
5764,861,GRND,70,,,,,16872,,247,,,,,
5765,861,G5,10,,,,,16872,,247,,,,,
5766,861,510,10,,,,,16872,,247,,,,,
5767,861,1020,5,,,,,16872,,247,,,,,
5768,861,2030,3,,,,,16872,,247,,,,,
5769,861,3040,2,,,,,16872,,247,,,,,
5770,861,40+,0.5,,,,,16872,,247,,,,,
5771,861,HTMP,37,,,,,16868, [Hi Temp text was: 37?],248,,,,,
5772,861,WETR,,,,,,16867," [Lo Mo. Wet text was: It rains on more than half the days in any month or year (e.g., an average of 219 or 60% of days)]",248,,,,,
5773,861,GRND,,,,,,16861, [Ground text was: Yes],248,,,,,
5774,861,40+,,,,,,16861, [40M+ text was: Yes],248,,,,,
5775,861,ATMP,92,84,,100,,16867, [Mean Ann. Temp text was: Monthly mean humidity is ~ 92% (R = 84-100%)],249,,,,,
5776,861,WETR,,,9,,1,16867," [Hi Mo. Wet text was: 'Incredibly wet' season / major monsoon is from September to January.] [Lo Mo. Wet text was: There are four indistinct seasons - two wet, one very wet, and one incredibly wet]",249,,,,,
5777,861,DRYR,200,,6,,4,16867," [Hi Mo. Dry text was: B. June
C. April
Note: Both receive over 200 mm of rain.] [Lo Mo. Dry text was: A. No true dry season]",250,,,,,
5778,861,DRYR,200,,6,,4,16868," [Hi Mo. Dry text was: B. June
C. April
Note: Both receive over 200 mm of rain.] [Lo Mo. Dry text was: A. No true dry season]",251,,,,,
5779,861,ANNR,4000,4000,,1943,,16868," [Avg. Ann. Rain text was: 4,000 mm 1943]",251,,,,,
5780,861,ANNR,4420,2655,,6383,,16870, [Avg. Ann. Rain text was: 4420 mm (R = 2655 to 6383 mm) 1974 - 1985],252,,,,,
5781,861,WETR,,,9,,1,16871," [Hi Mo. Wet text was: 'Incredibly wet' season / major monsoon is from September to January.] [Lo Mo. Wet text was: There are four indistinct seasons - two wet, one very wet, and one incredibly wet]",253,,,,,
5782,861,DRYR,200,,6,,4,16869," [Hi Mo. Dry text was: B. June
C. April
Note: Both receive over 200 mm of rain.] [Lo Mo. Dry text was: A. No true dry season]",254,,,,,
5783,862,ELEV,,0.01,,650,,16904, ,4182,,5/7/2009,5/7/2009,,
5784,862,HTMP,32.8,,9,,9,16904, [Mo. Hi Temp text was: September],4182,,,5/7/2009,,
5785,862,LTMP,21.8,,8,,8,16904, [Mo. Lo Temp text was: August],4182,,,5/7/2009,,
5786,862,ATMP,26.9,,,,,16904,,4182,,,5/7/2009,,
5787,862,WETR,,,12,,4,16904, [Hi Mo. Wet text was: April],4182,,,5/7/2009,,
5788,862,DRYR,,,5,,11,16904,,4182,,,5/7/2009,,
5789,862,ANNR,196.7,,,,,16904, [Avg. Ann. Rain text was: 196.7cm],4182,,,5/7/2009,,
5791,862,ELEV,,0.01,,800,,16888,,4893,,5/7/2009,5/7/2009,,
5792,862,ANNR,159.3,159.3,,202.1,,16886, [Avg. Ann. Rain text was: 159.3 - 202.1cm],4893,,,5/7/2009,,
5793,862,GRND,0.5,0.5,,55,,16904, [Ground text was: 0.5 - 55],4893,,,5/7/2009,,
5794,862,ANNR,177.3,177.3,,194.4,,16886, [Avg. Ann. Rain text was: 177.3 - 194.4],4894,,,5/7/2009,,
5795,864,ELEV,,,,120,,16925, ,1597,,5/26/2010,1/6/2011,,
5796,864,HTMP,31,,,,,16946,,1597,,5/26/2010,1/5/2011,,
5797,864,LTMP,23,,,,,16946,,1597,,5/26/2010,1/5/2011,,
5798,864,WETR,,,11,,5,16946, November-April/May,1597,,5/26/2010,1/5/2011,,
5799,864,ANNR,130,,,,,16946,,1597,,5/26/2010,1/5/2011,,
5800,864,GRND,0,,,,,16939,,1597,,,1/5/2011,,
5801,864,G5,49,,,,,16939,,1597,,,1/5/2011,,
5802,864,510,41,,,,,16939,,1597,,,1/5/2011,,
5803,864,1020,9,,,,,16939,,1597,,,1/5/2011,,
5804,864,2030,1,,,,,16939,,1597,,,1/5/2011,,
5805,864,3040,0,,,,,16939,,1597,,,1/5/2011,,
5806,864,40+,0,,,,,16939,,1597,,,1/5/2011,,
5807,864,ELEV,,400,,1070,,16939,,1598,,5/26/2010,1/6/2011,,
5808,864,HTMP,27,,,,,16967,,1598,,5/26/2010,1/5/2011,,
